,time,variation
0,2017-01-04,1.03138488198
1,2017-01-05,0.574464158559
2,2017-01-06,-0.0624013226382
3,2017-01-09,0.242842086069
4,2017-01-10,0.17456919355
5,2017-01-11,0.024157954538
6,2017-01-12,0.0734476466468
7,2017-01-13,-0.692308725486
8,2017-01-16,-0.244362019272
9,2017-01-17,0.113184546399
10,2017-01-18,-0.110762780252
11,2017-01-19,-0.0306744515374
12,2017-01-20,0.413460824504
13,2017-01-23,0.415675130002
14,2017-01-25,-0.287127659163
15,2017-01-26,1.9507152409
16,2017-01-27,0.109534586335
17,2017-01-30,0.885791860885
18,2017-01-31,-0.527827235938
19,2017-02-01,0.378228660795
20,2017-02-02,0.737460937727
21,2017-02-03,-0.593257535032
22,2017-02-06,0.306239688936
23,2017-02-07,0.735905372026
24,2017-02-08,0.139008367002
25,2017-02-09,-0.0940137891207
26,2017-02-10,0.754956569341
27,2017-02-13,0.849771765086
28,2017-02-14,0.00914382981221
29,2017-02-15,-0.320602624525
30,2017-02-16,0.694223586665
31,2017-02-17,0.487860392669
32,2017-02-20,-0.0610994245147
33,2017-02-21,0.553417934214
34,2017-02-22,1.34864830814
35,2017-02-23,0.81486727125
36,2017-02-24,-0.124939433393
37,2017-02-27,-1.20494035642
38,2017-02-28,0.176741126709
39,2017-03-01,-0.532418271307
40,2017-03-02,1.4832547572
41,2017-03-03,-0.568253043282
42,2017-03-06,-0.16338231415
43,2017-03-07,-0.0713767221431
44,2017-03-08,-0.418612232405
45,2017-03-09,-0.0300187593818
46,2017-03-10,-0.357528917355
47,2017-03-13,0.17402398439
48,2017-03-14,0.441371050401
49,2017-03-15,-0.0321404136366
50,2017-03-16,0.535089753974
51,2017-03-17,0.65834617493
52,2017-03-20,0.229841041375
53,2017-03-21,-0.128334992367
54,2017-03-22,-0.267463841562
55,2017-03-23,-0.532427721205
56,2017-03-24,0.267002845936
57,2017-03-27,0.0740047647094
58,2017-03-28,-0.511095481658
59,2017-03-29,0.424450578479
60,2017-03-30,-0.178467219723
61,2017-03-31,0.354154661615
62,2017-04-03,-0.173336165119
63,2017-04-04,0.896346425128
64,2017-04-05,0.133893936557
65,2017-04-06,0.437165483025
66,2017-04-07,0.237019543286
67,2017-04-10,0.220083110563
68,2017-04-11,-0.136935868128
69,2017-04-12,-0.506117934994
70,2017-04-13,0.0136194180055
71,2017-04-14,0.430576203174
72,2017-04-18,-0.00225099131072
73,2017-04-19,-0.147473669273
74,2017-04-20,0.0948737988834
75,2017-04-21,0.208095381323
76,2017-04-24,-0.0308886641336
77,2017-04-25,1.01304803684
78,2017-04-26,0.464013291639
79,2017-04-27,0.259585845203
80,2017-04-28,-0.44186213349
81,2017-05-02,0.464226041363
82,2017-05-03,0.248307584051
83,2017-05-04,-0.19590411278
84,2017-05-05,0.0884578275181
85,2017-05-08,0.673184907994
86,2017-05-09,0.20478346819
87,2017-05-10,0.749857832588
88,2017-05-11,-0.0851605675992
89,2017-05-12,0.308793113825
90,2017-05-15,0.506217397416
91,2017-05-16,0.660180756915
92,2017-05-17,-0.309844808555
93,2017-05-18,-0.365407049292
94,2017-05-19,-0.495517890575
95,2017-05-22,0.84637703897
96,2017-05-23,0.577274081543
97,2017-05-24,-0.502356344237
98,2017-05-25,0.405648597259
99,2017-05-26,0.680419588348
100,2017-05-29,0.152624447599
101,2017-05-30,0.126931146782
102,2017-05-31,-0.044483670759
103,2017-06-02,0.500379556829
104,2017-06-06,0.303628936132
105,2017-06-07,-0.234759481209
106,2017-06-08,0.183909020892
107,2017-06-09,0.0591070698789
108,2017-06-12,-0.435978334815
109,2017-06-13,-0.857438054827
110,2017-06-14,0.197869031929
111,2017-06-15,0.340620614046
112,2017-06-16,-0.785293336132
113,2017-06-19,0.445147668374
